RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8	Student's T-test Significant atrium_ventricle	Student's T-test significant	Student's T-test p-value atrium_ventricle	Student's T-test q-value atrium_ventricle	Student's T-test Difference atrium_ventricle	Student's T-test Test statistic atrium_ventricle	Gene names	Protein IDs	Majority protein IDs	Protein names
34.81273	34.38799	34.47822	34.72059	34.65901	34.74645	34.46648	34.25174	34.46149	35.11121	35.16496	34.55059	34.9964	35.06652	34.98634	35.05545	35.16305	34.80198			0.000208193341199633	0.0509012048192771	-0.434643639458557	-2.2744701315954	OGDH	E9PCR7;E9PDF2;Q02218-2;E9PFG7	E9PCR7;E9PDF2;Q02218-2;E9PFG7	2-oxoglutarate dehydrogenase, mitochondrial
25.47976	22.2146	24.50579	23.36239	26.76989	25.1168	26.07739	26.61863	25.14328	24.08416	24.81044	22.59764	24.44443	20.9407	23.55555	25.62349	27.73576	24.81597			0.370595833114405	0.510178649237473	0.742264641655819	0.819545563903799	NNT	E9PCX7;H0Y8P5;D6RCR6	E9PCX7	
24.24314	24.19768	22.79086	23.36813	23.28898	23.45073	NaN	23.62399	23.38574	24.659	24.99045	25.63154	24.50942	23.63544	25.21716	25.14612	25.44755	23.93634	+	atrium_ventricle	0.000567951538400323	0.00997979797979798	-1.25334299935235	-3.23089402193947	MIB2	Q96AX9;E9PD12;Q96AX9-4;Q96AX9-2;Q96AX9-12;Q96AX9-11;Q96AX9-14;D6RAZ0;Q96AX9-10;Q96AX9-8;Q96AX9-7;Q96AX9-3;Q96AX9-13;F2Z2L2;Q96AX9-6;Q96AX9-5;H0YAM8;Q96AX9-9;D6RED3;J3QR95;D6RFJ2;D6RE96;J3QLE0;D6R9Q6	Q96AX9;E9PD12;Q96AX9-4;Q96AX9-2;Q96AX9-12;Q96AX9-11;Q96AX9-14;D6RAZ0;Q96AX9-10;Q96AX9-8;Q96AX9-7;Q96AX9-3;Q96AX9-13;F2Z2L2;Q96AX9-6;Q96AX9-5;H0YAM8;Q96AX9-9	E3 ubiquitin-protein ligase MIB2
22.09084	23.22034	22.84592	NaN	23.851	22.76945	NaN	24.45281	NaN	23.65938	NaN	NaN	23.1377	NaN	NaN	NaN	NaN	NaN			0.772153631838481	0.885350310926858	-0.193476041158039	-0.261938755416166	SMG7	Q92540;E9PD50;Q92540-2;Q92540-5;Q92540-4;B1ALB4;E9PEK3;D6RAD0;E9PBK2	Q92540;E9PD50;Q92540-2;Q92540-5;Q92540-4;B1ALB4	Protein SMG7
24.55344	24.56116	24.88129	24.76951	23.45689	23.54604	NaN	NaN	NaN	23.70672	26.98891	NaN	NaN	21.88073	22.75906	NaN	NaN	22.37021			0.40942989343359	0.546972860125261	0.753595924377443	0.776047805381693	SNAP91	O60641;E9PDG8;O60641-4;E5RGY9;O60641-3;E5RFC6;E5RK51;E5RIJ5;E5RFU0;E5RHK9;E5RJY3;E5RK53;E5RGP8;H0YBT2;O60641-2	O60641;E9PDG8;O60641-4;E5RGY9;O60641-3	Clathrin coat assembly protein AP180
24.34211	25.28894	24.90656	24.89874	25.40012	25.82842	NaN	24.57738	25.09406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.37003	NaN			1	1	-2.32798504829407	0	UNKL	E9PDK2;A0A0A0MRZ1;Q9H9P5;Q9H9P5-3;Q9H9P5-1;Q9H9P5-2;Q9H9P5-5	E9PDK2;A0A0A0MRZ1;Q9H9P5	Putative E3 ubiquitin-protein ligase UNKL
NaN	NaN	25.92048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	DPP6	P42658;E9PF59;E9PDL2;P42658-2	P42658;E9PF59;E9PDL2;P42658-2	Dipeptidyl aminopeptidase-like protein 6
26.35988	25.71759	24.97163	24.69509	24.8386	23.7684	24.44512	24.27185	24.77349	24.95536	23.89818	23.91369	23.39454	23.08417	23.60953	23.90003	24.15607	24.07423	+	atrium_ventricle	0.00599132077886676	0.041338195077484	0.983983145819771	2.39527059017101	ICA1	Q05084;E9PDL4;Q05084-3;Q05084-2	Q05084;E9PDL4;Q05084-3;Q05084-2	Islet cell autoantigen 1
31.61008	31.19096	31.34191	31.40548	31.73953	31.59766	31.40426	31.24593	31.66238	32.2202	32.14622	31.22986	31.68771	31.67455	31.72285	31.89153	31.77349	31.80532			0.0118837673769435	0.18762816024893	-0.328173319498699	-1.5217525566075	PCCB	P05166;E9PDR0;C9JQS9;E7EX59;P05166-2;E7EUY3;E7ETT1;E7ETT4;E9PEC3;F8WBI9;E7ENC1;H7C5C9;C9JVY9;C9JVW9;C9JAW3	P05166;E9PDR0;C9JQS9;E7EX59;P05166-2;E7EUY3;E7ETT1;E7ETT4;E9PEC3;F8WBI9	Propionyl-CoA carboxylase beta chain, mitochondrial
25.92671	26.5414	24.72598	24.74432	24.96596	23.39924	24.22993	24.78756	26.1371	26.26537	26.92841	26.34047	26.11158	25.89511	26.15835	27.20154	26.32251	26.9741	+	atrium_ventricle	0.00127269968029541	0.0124791666666667	-1.41546969943576	-3.05780569672872	ATP11A	P98196;E9PEJ6;H0Y547;H0Y8F0	P98196;E9PEJ6;H0Y547	Probable phospholipid-transporting ATPase IH;Phospholipid-transporting ATPase
21.89175	22.95346	23.69912	23.11661	25.00131	24.56784	NaN	NaN	NaN	20.97813	NaN	NaN	23.70525	23.0082	NaN	NaN	24.60546	NaN			0.596382024970721	0.730804660726525	0.464088439941406	0.492889724018363	ZFY;ZFX	P08048;P17010;E9PEP7;P17010-2;P08048-2;P08048-3;P17010-3	P08048;P17010;E9PEP7;P17010-2;P08048-2;P08048-3;P17010-3	Zinc finger Y-chromosomal protein;Zinc finger X-chromosomal protein
26.39344	26.57831	26.69325	25.30288	26.57534	26.29672	25.13802	24.12967	25.12522	25.48028	26.58233	25.42806	24.82177	23.69551	26.58663	25.07055	24.60863	23.95251			0.160289070319332	0.302671773718326	0.667396333482529	1.20632787049589	PDPK1;PDPK2P	O15530;E9PER6;O15530-2;O15530-3;O15530-5;O15530-4;Q6A1A2;H3BQ10;H3BPW1	O15530;E9PER6;O15530-2;O15530-3;O15530-5;O15530-4;Q6A1A2	3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.02472	NaN	NaN	21.98885	22.37573	22.22252	NaN	NaN	NaN			1	1	NaN	0	CUL9	Q8IWT3;E9PEZ1;Q8IWT3-3;H0Y8H9;H0YA00	Q8IWT3;E9PEZ1;Q8IWT3-3	Cullin-9
26.42005	26.47469	27.21521	27.05186	26.86809	26.72897	27.75423	26.00449	27.86077	26.40939	26.60031	26.17961	25.8641	27.18839	25.83381	25.69753	25.61271	25.63279			0.00818444917035173	0.0575773809523809	0.817747963799373	2.20387937785154	TBL2	Q9Y4P3;E9PF19;Q96E41;A0A087WXC6;F8WDI9;F8WCR3	Q9Y4P3;E9PF19;Q96E41	Transducin beta-like protein 2
23.7543	23.62678	23.57404	23.9411	24.15298	24.77133	24.48173	24.40931	NaN	25.48594	25.01852	NaN	24.96688	25.02606	23.9349	24.67169	21.25384	25.23279			0.490685025719213	0.657903570114096	-0.359882593154907	-0.591473071573208	DENND3	H0YAY3;E9PF32;A2RUS2;A2RUS2-2;E5RHH2;E5RI43;E5RIR7;B3KRG7;E5RJ42;H0YBK9;A2RUS2-4;A2RUS2-3;H0YBH5	H0YAY3;E9PF32;A2RUS2;A2RUS2-2	DENN domain-containing protein 3
24.24445	NaN	23.13732	23.08427	23.31948	24.15684	NaN	22.58102	NaN	23.7168	23.36252	NaN	24.56639	24.23549	23.82357	NaN	25.88365	23.72536			0.0980546635051912	0.214831252229754	-0.767119453066869	-1.46292773720538	TNS1	E9PF55;H7C3Z4;C9JI43;C9JFT7;C9JZT0	E9PF55	
NaN	NaN	NaN	NaN	21.07163	NaN	NaN	NaN	NaN	NaN	NaN	25.00325	NaN	NaN	NaN	NaN	21.22235	21.92713			1	1	-1.64594650268555	0	FOXP1	Q9H334;E9PFD3;Q9H334-4;A0A0B4J2F3;Q9H334-7;G5E965;H0Y882;Q9H334-3;Q9H334-6;C9J0F0;A0A087X299;Q9H334-2;Q9H334-8;A0A087X2G3;C9J5T4;C9IYY1;A0A087WVT2;Q0PRL4	Q9H334;E9PFD3;Q9H334-4;A0A0B4J2F3;Q9H334-7;G5E965;H0Y882;Q9H334-3;Q9H334-6;C9J0F0;A0A087X299;Q9H334-2;Q9H334-8	Forkhead box protein P1
26.31652	26.78606	26.7991	26.23226	26.65526	26.62937	25.35847	24.95505	26.04868	25.25465	26.06788	25.32745	25.70993	25.35911	26.63755	25.58638	NaN	25.73733			0.0984671762882475	0.267921369689283	0.487828228208755	1.29433729019537	RABGEF1	Q9UJ41;E9PFK9;Q9UJ41-2;Q9UJ41-4;Q9UJ41-3;Q3HKR1;A0A0A0MSJ3;V9GYI8;E9PHB8;C9JDA2	Q9UJ41;E9PFK9;Q9UJ41-2;Q9UJ41-4;Q9UJ41-3;Q3HKR1;A0A0A0MSJ3	Rab5 GDP/GTP exchange factor
28.8011	28.14701	27.99992	28.0624	27.65533	28.04713	26.7585	27.23644	26.91957	27.97907	28.66129	28.43956	27.96406	27.88058	27.94341	27.94604	27.80446	25.95762			0.757251472984863	0.893395034523285	-0.105409622192383	-0.242191878397095	PPP2R5D	Q14738;E9PFR3;Q14738-2;H0Y8C4;Q14738-3;H7C5Q9	Q14738;E9PFR3;Q14738-2;H0Y8C4;Q14738-3	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform
NaN	NaN	25.9425	NaN	NaN	25.98081	NaN	25.06792	26.91798	22.14771	21.17225	25.93297	NaN	NaN	25.14266	NaN	NaN	24.88353			0.0953787530916612	0.15526375054136	2.12148084640503	1.76632276216963	CP	E9PFZ2	E9PFZ2	
NaN	NaN	NaN	19.72901	NaN	NaN	NaN	24.25832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	C1QTNF3;C1QTNF3-AMACR	Q9BXJ4;E9PGA6;Q9BXJ4-2;Q9BXJ4-3	Q9BXJ4;E9PGA6;Q9BXJ4-2;Q9BXJ4-3	Complement C1q tumor necrosis factor-related protein 3
25.32516	25.75499	26.12092	25.44373	25.06673	24.96697	24.26335	23.62645	24.94163	24.30173	24.47253	24.23739	23.84833	23.90738	23.85491	24.64823	23.06579	24.26914	+	atrium_ventricle	0.00408141934563919	0.0344146341463415	0.989388571845161	2.50170981006604	RASA1	P20936;E9PGC0;P20936-2;P20936-4;P20936-3	P20936;E9PGC0;P20936-2;P20936-4	Ras GTPase-activating protein 1
30.7747	31.02485	30.56393	29.67855	29.76686	29.96678	30.12472	30.21338	29.58599	29.37466	29.57589	28.57506	28.36707	28.31523	28.50866	27.91815	28.6489	28.09567	+	atrium_ventricle	8.8702847041512E-06	0.000764705882352941	1.59116427103679	4.56173487881461	MAP1A	E9PGC8;P78559;P78559-2	E9PGC8;P78559;P78559-2	Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2
24.51171	25.19423	25.65859	24.86127	24.52199	25.58723	21.24916	25.21734	23.87314	24.61212	23.94351	24.41674	24.22442	25.16936	24.85253	23.73779	25.54893	NaN			0.934147428381867	0.998637765957447	-0.0437668164571114	-0.070492004617936	TNS1	E9PGF5;A0A087WWW7;H0Y4U1	E9PGF5;A0A087WWW7;H0Y4U1	
NaN	NaN	22.89698	22.24905	22.36164	22.45591	NaN	NaN	NaN	21.59541	NaN	NaN	21.32926	NaN	NaN	NaN	NaN	NaN	+	atrium_ventricle	0.0106967891609322	0.0485551839464883	1.02855682373047	3.13780913631319	EIF4G1	E9PGM1;C9J987	E9PGM1	
29.61607	29.88813	30.09434	30.18789	30.3286	30.78097	29.91285	29.35066	29.80772	28.92224	28.48431	28.55516	28.99113	29.00528	29.28985	29.21069	30.02115	28.83455	+	atrium_ventricle	0.00025370977816847	0.0106742424242424	0.961432139078774	3.14532409452086	PRKAG2	E9PGP6;Q9UGJ0;Q9UGJ0-3;Q9UGJ0-2;C9JUG1;F8WDB5;F8WDA1	E9PGP6;Q9UGJ0;Q9UGJ0-3;Q9UGJ0-2	5-AMP-activated protein kinase subunit gamma-2
23.26184	23.42355	21.66809	22.21981	21.16417	22.99614	NaN	NaN	22.16076	23.18059	22.03912	22.585	23.17347	22.77567	23.20175	23.50567	NaN	NaN			0.193993315075922	0.364161467889908	-0.509560176304408	-1.08336178574849	SLC25A44	Q96H78;E9PGQ0	Q96H78;E9PGQ0	Solute carrier family 25 member 44
23.33811	21.36201	22.44012	23.82949	22.46645	24.19242	NaN	NaN	NaN	NaN	NaN	22.68676	NaN	NaN	NaN	23.69424	NaN	NaN			0.767494325212439	0.875353800298063	-0.252395311991375	-0.275598458703029	RPS6KA1	Q15418;Q15418-2;E9PGT3;Q15418-4;Q15418-3;E9PMM7;E9PAN7;Q5SVM6;Q5SVM7	Q15418;Q15418-2;E9PGT3;Q15418-4;Q15418-3	Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase
22.73159	22.85804	21.09938	25.45061	25.25631	25.60037	NaN	24.58841	30.26506	NaN	23.55567	22.72442	NaN	22.64889	NaN	22.028	24.61133	23.05909			0.191713317062077	0.280372235872236	1.62665327390035	1.27503911111071	NCAPH	Q15003;E9PHA2;C9J470;Q15003-2;C9JZP1;H7C415	Q15003;E9PHA2;C9J470;Q15003-2	Condensin complex subunit 2
22.52607	NaN	NaN	NaN	23.50118	24.44069	22.57078	21.45899	22.5541	23.20029	24.66085	23.45889	21.21543	NaN	NaN	NaN	NaN	NaN			0.713265696428762	0.833163129357088	-0.291895071665447	-0.33685341067785	SSFA2	P28290;E9PHV5;P28290-2;P28290-3;E7EUL7;H7BZ26	P28290;E9PHV5;P28290-2;P28290-3;E7EUL7	Sperm-specific antigen 2
24.77871	24.88194	25.6191	25.54525	24.51515	26.30621	24.354	25.75532	25.02289	NaN	25.97066	24.84508	24.73464	24.44202	24.78895	25.56314	24.43625	26.37358			0.875119765205155	0.969177729018102	0.0533276928795701	0.122994413605439	EPB41L2	E9PHY5;I6L9B1	E9PHY5;I6L9B1	
26.05895	24.80341	25.88753	24.87563	25.96924	25.99546	22.71917	23.77946	25.45632	25.81336	24.61628	24.33743	24.45776	24.51809	24.57045	24.78317	28.25759	23.82143			0.945038806856503	1	0.0410692426893462	0.0598271391337956	MROH1	Q8NDA8;E9PHY8;Q8NDA8-2;Q8NDA8-7;Q8NDA8-3;Q8NDA8-4;Q8NDA8-6;Q8NDA8-5	Q8NDA8;E9PHY8;Q8NDA8-2	Maestro heat-like repeat-containing protein family member 1
24.58245	23.20317	24.59315	23.60569	24.42163	24.66953	23.36052	23.78177	23.47147	22.73701	NaN	NaN	NaN	23.56454	24.17737	NaN	NaN	23.60975			0.240459155317979	0.424921676646707	0.443319532606338	0.969514601928989	MTCH2	E9PIE4	E9PIE4	
27.03486	27.74214	28.47224	28.37148	27.9551	27.97301	27.3362	28.66435	27.34308	25.00316	25.98607	27.26401	25.40018	24.9038	24.46762	26.28014	21.85064	26.17322	+	atrium_ventricle	0.000196304099166145	0.00216113744075829	2.61817889743381	4.05637795029424	TP53I11	O14683;E9PN66;E9PKN9;E9PS55;E9PMW4;E9PQ46;E9PIN5;E9PIK4;U3KQ32;E9PKZ4;E9PPM1;E9PNB3;E9PMY0	O14683;E9PN66;E9PKN9;E9PS55;E9PMW4;E9PQ46;E9PIN5;E9PIK4;U3KQ32;E9PKZ4;E9PPM1;E9PNB3;E9PMY0	Tumor protein p53-inducible protein 11
27.78169	27.42254	28.16327	28.17954	28.11496	26.82043	26.20646	NaN	25.10394	26.99421	23.73397	NaN	24.39545	NaN	27.31657	NaN	25.83757	NaN			0.0573907974916268	0.115944841675179	1.56855096817016	1.86897840369475	THY1	P04216;E9PIM6;E9PNQ8;J3QRJ3	P04216;E9PIM6;E9PNQ8;J3QRJ3	Thy-1 membrane glycoprotein
24.14616	24.08813	23.36105	24.09241	NaN	NaN	25.05217	NaN	NaN	NaN	25.19054	NaN	NaN	NaN	NaN	NaN	NaN	21.21703			0.446516367398579	0.571367103935419	0.944198226928712	0.759384038718117	PHRF1	Q9P1Y6;E9PJ24;F8WEF5;Q9P1Y6-3;Q9P1Y6-2	Q9P1Y6;E9PJ24;F8WEF5;Q9P1Y6-3;Q9P1Y6-2	PHD and RING finger domain-containing protein 1
25.42506	25.29	23.94789	24.33252	25.22339	23.36306	23.58635	25.1193	23.09897	25.89793	25.82854	26.4702	23.79362	24.53374	NaN	29.67305	25.06406	23.11913			0.135315831933728	0.230402468289338	-1.17125431696574	-1.39098828815474	TCP11L1	E9PJ55;Q9NUJ3;E9PP52;H0YES4;R4GNF5;E9PMB0;E9PS88	E9PJ55;Q9NUJ3	T-complex protein 11-like protein 1
23.91114	25.6381	25.95027	25.69745	26.07296	24.88586	29.19202	NaN	26.31306	25.86908	27.57109	25.98111	25.55078	26.19948	25.81316	NaN	26.71385	26.24343			0.631759319717113	0.778034845496384	-0.285140514373779	-0.418105990062874	PARP10	Q53GL7;E9PK67;E9PNI7;E9PPE7;F8W8G7;E9PJI2;E9PPV8;E9PIA6;E9PIK9;E9PM86;E9PSE7;E9PQQ6;E9PPU2;E9PSG8;E9PLE8	Q53GL7;E9PK67;E9PNI7;E9PPE7	Poly [ADP-ribose] polymerase 10
26.28078	25.09031	25.49707	26.2043	26.05751	26.35565	26.82833	27.88134	27.23197	27.44884	26.87361	26.41148	26.72585	26.24559	27.03297	27.36194	27.45959	27.49068			0.071782695453476	0.201645400593472	-0.624812655978733	-1.47342011835717	ACAT1	E9PKF3	E9PKF3	
26.23876	27.18745	27.74298	26.94525	27.65601	27.31527	24.11918	25.49963	26.52075	26.51715	25.35309	24.79551	25.04889	24.89814	26.37768	24.53249	25.01295	24.79541	+	atrium_ventricle	0.0103981760681084	0.0422488809310654	1.32155312432183	2.37947476065725	UBTF	P17480-2;E9PKP7;E9PMM2;H0YDH7	P17480-2;E9PKP7	Nucleolar transcription factor 1
27.83978	26.88309	25.41035	27.83918	27.03065	26.50948	28.02934	28.36728	27.55303	27.19704	27.59385	28.26051	27.53609	28.97954	28.25223	28.97101	28.32298	28.38274			0.0279099399046183	0.100321967579653	-0.8926453060574	-1.90251453855208	NEDD8-MDP1	E9PL57;F8VSA6;E9PS38;S4R3E9;Q86V88-3;Q86V88-2	E9PL57	
NaN	22.1005	NaN	NaN	NaN	23.40899	NaN	NaN	NaN	NaN	22.59746	NaN	22.40221	23.0132	22.46673	21.45634	22.93126	NaN			0.611985200149168	0.767372209263579	0.276878039042156	0.448257891241573	EIF1AD	Q8N9N8;E9PLI6;E9PS76;E9PNH5;E9PQD0;E9PS30	Q8N9N8;E9PLI6;E9PS76;E9PNH5	Probable RNA-binding protein EIF1AD
32.43612	32.4051	32.1179	32.64046	32.50157	32.16453	31.92479	32.4382	32.13977	32.1927	32.22602	31.83899	31.96757	32.41122	32.26562	32.13133	31.86397	31.81398			0.0445614728942035	0.342669205658324	0.228559494018555	1.11570411476848	NPEPPS	P55786;E9PLK3;P55786-2;A6NEC2;E9PP11;H0YDG0;A6NEC2-2;E9PJY4;E9PPD4;H0YCQ5;E9PJF9;E9PPZ2;A6NEC2-3;E9PRQ5	P55786;E9PLK3;P55786-2	Puromycin-sensitive aminopeptidase
29.02168	29.54698	30.18104	29.37685	30.02749	29.30398	28.6599	29.20962	28.80113	29.29984	29.23704	28.8308	29.66418	29.58957	29.92776	27.80587	27.89591	28.86035			0.283937791549079	0.501294040026391	0.335261450873482	0.83318523980716	RPL27A	P46776;E9PLL6;E9PJD9;E9PLX7;E9PKT2;H0YF34	P46776;E9PLL6;E9PJD9	60S ribosomal protein L27a
22.44319	23.23468	21.79646	NaN	NaN	NaN	NaN	NaN	22.1419	NaN	NaN	NaN	NaN	22.74364	23.21764	NaN	NaN	NaN			0.298111040716642	0.454638670973696	-0.576581478118896	-0.989816002528244	MACF1	E9PLY5	E9PLY5	
NaN	23.86976	22.86162	23.84048	23.27242	23.5559	NaN	NaN	22.36199	23.08058	24.06989	23.03154	23.39558	23.67206	23.97009	23.53718	NaN	25.5899			0.229821341690341	0.401165759524988	-0.499658743540447	-1.0095551848171	BIRC2	Q13490;E9PMH5;A0A087X2B2;Q13490-2;E9PIW1;H0YDY3;E9PI77;E9PNM6;E9PQZ9	Q13490;E9PMH5;A0A087X2B2;Q13490-2	Baculoviral IAP repeat-containing protein 2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.77515	NaN			1	1	NaN	0	LAYN	E9PR90;E9PMI0;Q6UX15-2;Q6UX15;E9PQU7	E9PR90;E9PMI0;Q6UX15-2;Q6UX15;E9PQU7	Layilin
24.89638	24.66427	25.20617	24.42458	25.31817	23.92071	24.74607	26.49118	25.85298	24.73867	25.05063	24.6255	23.77264	25.76225	25.36028	25.59963	23.87624	25.00834			0.587384994749836	0.769381299734748	0.191813574896919	0.429718216589692	CLNS1A	P54105;E9PMI6;J3KN38;E9PJF4;E9PQ83	P54105;E9PMI6;J3KN38;E9PJF4	Methylosome subunit pICln
NaN	24.75557	22.99345	23.84738	23.06082	22.74559	25.62037	25.97163	NaN	22.77441	22.68007	NaN	NaN	NaN	NaN	23.35877	24.90215	23.60433			0.344463272451576	0.489762923351159	0.678167397635324	0.865624413670004	FAM118B	Q9BPY3;E9PMJ2;J3KP39;G3V179;E9PIM5;E9PMW3	Q9BPY3;E9PMJ2;J3KP39;G3V179	Protein FAM118B
26.45637	26.76383	24.68191	25.52689	25.23004	26.04529	NaN	28.93315	23.12789	25.13006	24.46519	NaN	NaN	23.36239	NaN	24.76583	NaN	24.06661			0.0911654036546272	0.164040251572327	1.48765473365784	1.64627361186602	HSF1	Q00613;E9PMQ6;Q00613-2;E9PI02;A0A087X1F9	Q00613;E9PMQ6;Q00613-2;E9PI02;A0A087X1F9	Heat shock factor protein 1
25.89289	27.75735	27.49129	27.37318	27.37277	26.48262	26.24293	28.65908	26.80526	27.49396	28.85246	28.35085	28.56961	28.89917	27.33884	26.78394	28.94905	25.88283			0.108642934555943	0.22719529899758	-0.782592137654625	-1.39605862940632	CD151	P48509;E9PMR4;E9PRJ3;K4DIB7;E9PP93;E9PK37;E9PJE8;E9PSA1;E9PJC8;E9PLZ6	P48509;E9PMR4;E9PRJ3	CD151 antigen;Tetraspanin
25.74896	26.51327	26.36855	25.85548	25.65327	26.31529	25.31219	25.28076	25.48204	26.14227	25.99313	25.40847	25.72721	26.14387	26.83207	26.64086	26.15107	26.14528			0.179465343373726	0.427813021702838	-0.294935438368054	-0.951142882636945	LMO7	E9PMS6	E9PMS6	
21.38643	NaN	21.38864	23.00113	22.31943	25.18552	21.95355	NaN	22.38095	21.84372	NaN	26.12056	NaN	NaN	22.35138	23.49619	NaN	21.07927			0.63350530131659	0.763424753632871	-0.461703600202288	-0.44442298043343	HSPA8	E9PN89	E9PN89	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1.0000001	1	0	0	SLC39A13	Q96H72;K4DIA9;E9PNE7;G3V1B2;Q96H72-2;K4DIB5;E9PSA8;E9PRH4;E9PNN7	Q96H72;K4DIA9;E9PNE7;G3V1B2;Q96H72-2;K4DIB5;E9PSA8;E9PRH4;E9PNN7	Zinc transporter ZIP13
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.37239	NaN	23.63556	21.66583	25.19907	NaN	NaN	NaN			1	1	NaN	0	RDX	E9PNV3;E9PQ82	E9PNV3;E9PQ82	
31.081	29.70484	29.93058	30.04687	29.19669	29.96761	29.56812	30.90167	30.18896	30.55883	30.59939	30.52216	30.40131	30.3143	30.03157	30.14407	29.44532	30.19061			0.452180479077337	0.692875912408759	-0.180134031507706	-0.539708420182949	CD59	P13987;E9PNW4;E9PR17;H0YET2;E9PI80	P13987;E9PNW4;E9PR17	CD59 glycoprotein
25.20658	26.8405	28.27689	27.55998	28.04812	27.11535	25.3026	NaN	27.18225	23.7495	NaN	NaN	23.48431	NaN	25.00817	24.25947	NaN	25.44168	+	atrium_ventricle	0.00125230895025934	0.00663366336633663	2.55290699005127	3.68141002366299	MPZL3	E9PPB1	E9PPB1	
NaN	NaN	23.56651	24.82362	NaN	NaN	NaN	NaN	24.82401	NaN	NaN	24.84076	NaN	NaN	24.2267	NaN	26.20255	24.21926			0.506683870933168	0.657057717130739	-0.46760590871175	-0.620054352491435	FAT3	Q8TDW7;E9PQ73;Q8TDW7-3;Q8TDW7-2;G5EA25	Q8TDW7;E9PQ73;Q8TDW7-3	Protocadherin Fat 3
23.79947	NaN	21.56667	23.78367	NaN	21.30969	23.52898	23.9285	23.83123	23.1966	24.15198	23.82338	23.71555	24.02166	NaN	25.01861	NaN	24.69264			0.0691441167273783	0.157982862039417	-0.981743131365096	-1.65872268467125	TUB	P50607;E9PQR4;P50607-2;O00294;A0A087WT25;O00294-2	P50607;E9PQR4;P50607-2	Tubby protein homolog;Tubby-like protein
22.72617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.13909	22.96744	22.54731	22.82792	23.86363	23.12934	22.96747	NaN	NaN	NaN			0.135498079437965	0.280331797235023	-0.617890357971191	-1.34783345267907	PHF1	O43189-2;E9PQT8;E9PQZ5;A2AB23;A2AB22;A0A087WVG4	O43189-2;E9PQT8;E9PQZ5;A2AB23	PHD finger protein 1
27.08406	27.54008	25.79196	26.33178	26.03609	26.44383	26.98446	26.68846	27.61309	25.67984	26.13175	27.35984	25.83841	27.308	26.84218	27.08081	26.94827	27.18716			0.960378969467174	1	0.0152827368842239	0.0379358476417244	PFDN4	Q9NQP4;E9PQY2	Q9NQP4;E9PQY2	Prefoldin subunit 4
28.12312	28.7991	28.11838	27.98604	28.29461	28.50624	27.83882	27.89383	28.06676	27.63326	28.99661	26.10513	28.92691	29.23183	28.71401	27.29044	27.59932	27.52671			0.626098051584033	0.796738878143133	0.178073671129013	0.38842275638141	FAU	E9PR30;P62861;E9PM49;E9PMS9;J3KN89;P35544	E9PR30;P62861;E9PM49	40S ribosomal protein S30
35.69683	35.35868	35.30875	35.00584	34.95982	35.18294	35.93625	35.51633	35.6235	35.60435	35.67614	36.04224	35.66148	35.82489	35.75095	35.97737	35.92216	35.84878			0.00322704752607727	0.103286261631089	-0.413269890679253	-1.8831752973107	CRYAB	P02511;E9PR44;A0A024R3B9;E9PJL7;E9PNH7;E9PRA8;H0YCW8;E9PS12;E9PRS4	P02511;E9PR44;A0A024R3B9;E9PJL7;E9PNH7;E9PRA8	Alpha-crystallin B chain
23.70419	23.09711	23.79035	22.54201	22.46074	NaN	NaN	NaN	23.57323	23.37637	22.20857	NaN	NaN	NaN	NaN	NaN	NaN	NaN			0.466946631883828	0.631597057159027	0.402135848999023	0.650835237256926	MAF1	Q9H063;E9PR76;E9PSH4;E9PJ05	Q9H063;E9PR76;E9PSH4	Repressor of RNA polymerase III transcription MAF1 homolog
25.12621	25.92793	24.13743	25.68934	26.95538	27.01031	25.54126	NaN	NaN	25.21241	NaN	NaN	24.98689	NaN	NaN	25.33497	25.13222	25.56744			0.286799841269167	0.452347987043036	0.522906167166575	0.925927515272707	AGBL2	E9PRJ1	E9PRJ1	
